id_vente;date;id_magasin;id_produit;quantite;Gross_Sales;COGS;marge;temps_livraison_jours;statut_livraison
SAL001864;2026-11-15;STR001;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL001865;2025-07-26;STR008;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL001866;2025-05-25;STR006;PROD001;1;5.5;3.2;2.3;2;À l'heure
SAL001867;2025-05-02;STR007;PROD001;9;49.5;28.8;20.7;2;À l'heure
SAL001868;2026-06-09;STR009;PROD008;4;60.0;24.0;36.0;2;À l'heure
SAL001869;2025-08-01;STR005;PROD004;1;3.8;2.0;1.8;3;À l'heure
SAL001870;2026-08-07;STR001;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL001871;2025-02-09;STR010;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL001872;2026-11-15;STR007;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL001873;2024-12-29;STR005;PROD008;4;60.0;24.0;36.0;5;En retard
SAL001874;2026-12-19;STR003;PROD010;1;39.9;15.0;24.9;2;À l'heure
SAL001875;2025-07-04;STR009;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL001876;2024-10-18;STR001;PROD002;12;26.4;13.2;13.2;1;À l'heure
SAL001877;2026-02-27;STR001;PROD004;9;34.2;18.0;16.2;5;En retard
SAL001878;2026-03-26;STR001;PROD010;3;119.7;45.0;74.7;2;À l'heure
SAL001879;2024-07-09;STR003;PROD012;3;89.7;36.0;53.7;1;À l'heure
SAL001880;2025-04-05;STR006;PROD001;10;55.0;32.0;23.0;2;À l'heure
SAL001881;2025-10-25;STR010;PROD010;4;159.6;60.0;99.6;4;En retard
SAL001882;2024-08-20;STR003;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL001883;2025-04-18;STR008;PROD003;7;23.8;12.6;11.2;1;À l'heure
SAL001884;2025-10-19;STR010;PROD012;3;89.7;36.0;53.7;2;À l'heure
SAL001885;2024-09-27;STR002;PROD003;9;30.6;16.2;14.4;2;À l'heure
SAL001886;2024-06-19;STR009;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL001887;2024-01-28;STR003;PROD009;4;180.0;72.0;108.0;3;À l'heure
SAL001888;2024-05-15;STR005;PROD010;1;39.9;15.0;24.9;7;En retard
SAL001889;2026-07-13;STR010;PROD003;5;17.0;9.0;8.0;1;À l'heure
SAL001890;2025-02-08;STR008;PROD008;4;60.0;24.0;36.0;2;À l'heure
SAL001891;2026-09-03;STR002;PROD002;4;8.8;4.4;4.4;2;À l'heure
SAL001892;2026-06-06;STR006;PROD013;1;49.9;22.0;27.9;3;À l'heure
SAL001893;2026-05-05;STR005;PROD003;4;13.6;7.2;6.4;5;En retard
SAL001894;2025-03-19;STR010;PROD002;13;28.6;14.3;14.3;2;À l'heure
SAL001895;2025-03-09;STR009;PROD001;12;66.0;38.4;27.6;5;En retard
SAL001896;2025-05-23;STR005;PROD002;1;2.2;1.1;1.1;4;En retard
SAL001897;2024-02-03;STR002;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL001898;2026-10-22;STR005;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL001899;2024-12-27;STR004;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL001900;2025-08-28;STR007;PROD002;8;17.6;8.8;8.8;5;En retard
SAL001901;2025-12-16;STR006;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL001902;2024-09-06;STR002;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL001903;2024-05-26;STR005;PROD003;8;27.2;14.4;12.8;6;En retard
SAL001904;2024-12-13;STR007;PROD009;1;45.0;18.0;27.0;4;En retard
SAL001905;2025-02-02;STR007;PROD006;1;19.9;8.5;11.4;6;En retard
SAL001906;2024-05-04;STR005;PROD011;3;37.5;12.0;25.5;4;En retard
SAL001907;2026-02-01;STR009;PROD001;9;49.5;28.8;20.7;1;À l'heure
SAL001908;2025-02-01;STR004;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL001909;2024-05-10;STR003;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL001910;2025-08-27;STR004;PROD004;6;22.8;12.0;10.8;1;À l'heure
SAL001911;2026-06-10;STR005;PROD008;1;15.0;6.0;9.0;5;En retard
SAL001912;2026-04-01;STR006;PROD010;4;159.6;60.0;99.6;2;À l'heure
SAL001913;2026-06-20;STR003;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL001914;2026-08-02;STR002;PROD009;4;180.0;72.0;108.0;2;À l'heure
SAL001915;2026-01-01;STR004;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL001916;2024-11-29;STR005;PROD009;3;135.0;54.0;81.0;4;En retard
SAL001917;2026-11-09;STR004;PROD001;6;33.0;19.2;13.8;1;À l'heure
SAL001918;2024-07-23;STR003;PROD002;15;33.0;16.5;16.5;1;À l'heure
SAL001919;2026-08-13;STR008;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL001920;2024-12-20;STR010;PROD004;10;38.0;20.0;18.0;1;À l'heure
SAL001921;2026-04-03;STR004;PROD010;1;39.9;15.0;24.9;5;En retard
SAL001922;2026-10-22;STR002;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL001923;2026-07-29;STR002;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL001924;2024-06-16;STR001;PROD013;4;199.6;88.0;111.6;1;À l'heure
SAL001925;2025-01-02;STR004;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL001926;2025-06-19;STR010;PROD001;1;5.5;3.2;2.3;3;À l'heure
SAL001927;2026-08-20;STR009;PROD012;1;29.9;12.0;17.9;2;À l'heure
SAL001928;2025-08-02;STR007;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL001929;2026-08-07;STR010;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL001930;2024-07-25;STR007;PROD004;3;11.4;6.0;5.4;2;À l'heure
SAL001931;2026-12-08;STR007;PROD004;4;15.2;8.0;7.2;3;À l'heure
SAL001932;2025-06-27;STR008;PROD003;7;23.8;12.6;11.2;1;À l'heure
SAL001933;2024-05-08;STR001;PROD007;1;79.9;35.0;44.9;3;À l'heure
SAL001934;2025-09-05;STR010;PROD003;10;34.0;18.0;16.0;1;À l'heure
SAL001935;2024-02-04;STR010;PROD002;15;33.0;16.5;16.5;1;À l'heure
SAL001936;2026-03-29;STR008;PROD010;1;39.9;15.0;24.9;3;À l'heure
SAL001937;2024-07-17;STR004;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL001938;2024-03-17;STR004;PROD004;15;57.0;30.0;27.0;1;À l'heure
SAL001939;2025-01-03;STR004;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL001940;2026-04-12;STR006;PROD001;6;33.0;19.2;13.8;2;À l'heure
SAL001941;2025-06-09;STR007;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL001942;2024-12-14;STR006;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL001943;2025-05-20;STR001;PROD009;3;135.0;54.0;81.0;2;À l'heure
SAL001944;2025-10-04;STR008;PROD001;15;82.5;48.0;34.5;2;À l'heure
SAL001945;2024-08-25;STR010;PROD011;1;12.5;4.0;8.5;2;À l'heure
SAL001946;2024-05-17;STR007;PROD013;2;99.8;44.0;55.8;3;À l'heure
SAL001947;2025-09-03;STR006;PROD004;7;26.6;14.0;12.6;4;En retard
SAL001948;2025-11-10;STR006;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL001949;2026-04-18;STR005;PROD010;1;39.9;15.0;24.9;4;En retard
SAL001950;2026-07-26;STR006;PROD008;3;45.0;18.0;27.0;4;En retard
SAL001951;2024-12-20;STR009;PROD003;12;40.8;21.6;19.2;2;À l'heure
SAL001952;2025-07-31;STR010;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL001953;2026-04-26;STR009;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL001954;2025-07-12;STR010;PROD001;3;16.5;9.6;6.9;2;À l'heure
SAL001955;2026-04-28;STR008;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL001956;2024-05-19;STR010;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL001957;2025-10-24;STR009;PROD012;4;119.6;48.0;71.6;1;À l'heure
SAL001958;2024-01-21;STR010;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL001959;2024-03-04;STR008;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL001960;2026-12-31;STR008;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL001961;2026-09-16;STR001;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL001962;2024-06-10;STR010;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL001963;2024-05-09;STR005;PROD012;2;59.8;24.0;35.8;2;À l'heure
SAL001964;2025-08-03;STR004;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL001965;2024-08-12;STR002;PROD002;9;19.8;9.9;9.9;4;En retard
SAL001966;2025-08-02;STR008;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL001967;2026-09-09;STR003;PROD004;13;49.4;26.0;23.4;2;À l'heure
SAL001968;2026-10-01;STR004;PROD004;9;34.2;18.0;16.2;1;À l'heure
SAL001969;2024-04-16;STR007;PROD008;1;15.0;6.0;9.0;5;En retard
SAL001970;2025-09-12;STR010;PROD001;15;82.5;48.0;34.5;1;À l'heure
SAL001971;2026-04-19;STR009;PROD010;4;159.6;60.0;99.6;2;À l'heure
SAL001972;2025-07-30;STR002;PROD004;7;26.6;14.0;12.6;5;En retard
SAL001973;2024-07-17;STR003;PROD011;4;50.0;16.0;34.0;2;À l'heure
SAL001974;2025-05-24;STR004;PROD012;3;89.7;36.0;53.7;1;À l'heure
SAL001975;2025-10-28;STR010;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL001976;2024-03-19;STR001;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL001977;2026-06-12;STR007;PROD011;3;37.5;12.0;25.5;4;En retard
SAL001978;2025-05-26;STR002;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL001979;2024-09-06;STR005;PROD001;7;38.5;22.4;16.1;1;À l'heure
SAL001980;2026-06-07;STR001;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL001981;2026-10-20;STR003;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL001982;2025-08-21;STR002;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL001983;2026-01-22;STR001;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL001984;2025-08-22;STR007;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL001985;2026-09-01;STR005;PROD009;1;45.0;18.0;27.0;4;En retard
SAL001986;2025-04-27;STR001;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL001987;2026-04-15;STR006;PROD001;15;82.5;48.0;34.5;3;À l'heure
SAL001988;2024-06-20;STR005;PROD012;1;29.9;12.0;17.9;2;À l'heure
SAL001989;2026-05-18;STR003;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL001990;2024-01-17;STR007;PROD013;2;99.8;44.0;55.8;4;En retard
SAL001991;2025-01-28;STR010;PROD008;2;30.0;12.0;18.0;1;À l'heure
SAL001992;2024-08-21;STR009;PROD002;6;13.2;6.6;6.6;2;À l'heure
SAL001993;2024-09-04;STR009;PROD013;4;199.6;88.0;111.6;2;À l'heure
SAL001994;2024-02-21;STR009;PROD011;1;12.5;4.0;8.5;3;À l'heure
SAL001995;2024-01-15;STR002;PROD001;7;38.5;22.4;16.1;1;À l'heure
SAL001996;2025-03-16;STR003;PROD001;9;49.5;28.8;20.7;3;À l'heure
SAL001997;2025-11-26;STR007;PROD012;3;89.7;36.0;53.7;6;En retard
SAL001998;2024-01-07;STR005;PROD006;1;19.9;8.5;11.4;3;À l'heure
SAL001999;2026-04-05;STR002;PROD009;4;180.0;72.0;108.0;3;À l'heure
SAL002000;2026-11-02;STR003;PROD007;1;79.9;35.0;44.9;5;En retard
SAL002001;2025-04-22;STR010;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL002002;2025-09-22;STR006;PROD011;2;25.0;8.0;17.0;1;À l'heure
SAL002003;2025-12-15;STR007;PROD002;6;13.2;6.6;6.6;4;En retard
SAL002004;2024-04-24;STR009;PROD001;4;22.0;12.8;9.2;1;À l'heure
SAL002005;2025-05-23;STR001;PROD002;10;22.0;11.0;11.0;4;En retard
SAL002006;2024-02-26;STR007;PROD001;8;44.0;25.6;18.4;2;À l'heure
SAL002007;2025-01-16;STR008;PROD003;3;10.2;5.4;4.8;1;À l'heure
SAL002008;2026-08-09;STR003;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL002009;2024-10-01;STR004;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL002010;2024-02-13;STR010;PROD008;3;45.0;18.0;27.0;4;En retard
SAL002011;2025-12-18;STR006;PROD003;12;40.8;21.6;19.2;3;À l'heure
SAL002012;2024-11-13;STR010;PROD010;3;119.7;45.0;74.7;2;À l'heure
SAL002013;2025-06-17;STR007;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL002014;2024-08-24;STR004;PROD010;3;119.7;45.0;74.7;3;À l'heure
SAL002015;2026-06-11;STR008;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL002016;2025-05-31;STR005;PROD007;1;79.9;35.0;44.9;5;En retard
SAL002017;2024-02-07;STR001;PROD008;4;60.0;24.0;36.0;1;À l'heure
SAL002018;2025-10-15;STR004;PROD003;10;34.0;18.0;16.0;3;À l'heure
SAL002019;2026-01-16;STR003;PROD002;12;26.4;13.2;13.2;1;À l'heure
SAL002020;2026-04-20;STR009;PROD002;9;19.8;9.9;9.9;2;À l'heure
SAL002021;2025-03-23;STR008;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL002022;2025-11-14;STR001;PROD001;6;33.0;19.2;13.8;1;À l'heure
SAL002023;2024-05-04;STR006;PROD002;8;17.6;8.8;8.8;1;À l'heure
SAL002024;2026-12-24;STR009;PROD013;1;49.9;22.0;27.9;4;En retard
SAL002025;2026-03-03;STR007;PROD009;2;90.0;36.0;54.0;6;En retard
SAL002026;2026-02-22;STR004;PROD007;1;79.9;35.0;44.9;3;À l'heure
SAL002027;2024-08-13;STR001;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL002028;2025-04-09;STR002;PROD009;3;135.0;54.0;81.0;3;À l'heure
SAL002029;2025-10-04;STR005;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL002030;2024-10-19;STR005;PROD011;3;37.5;12.0;25.5;4;En retard
SAL002031;2025-12-21;STR008;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL002032;2026-01-25;STR006;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL002033;2024-06-14;STR008;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL002034;2026-02-07;STR002;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL002035;2026-10-03;STR003;PROD011;4;50.0;16.0;34.0;5;En retard
SAL002036;2026-05-20;STR006;PROD004;6;22.8;12.0;10.8;2;À l'heure
SAL002037;2026-12-11;STR010;PROD013;4;199.6;88.0;111.6;4;En retard
SAL002038;2025-07-20;STR003;PROD012;4;119.6;48.0;71.6;2;À l'heure
SAL002039;2026-11-03;STR006;PROD001;6;33.0;19.2;13.8;1;À l'heure
SAL002040;2025-08-24;STR006;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL002041;2026-06-23;STR002;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL002042;2024-02-10;STR007;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL002043;2026-10-26;STR002;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL002044;2024-08-29;STR006;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL002045;2024-06-10;STR001;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL002046;2026-10-15;STR003;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL002047;2025-11-22;STR002;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL002048;2026-03-19;STR007;PROD009;3;135.0;54.0;81.0;2;À l'heure
SAL002049;2026-09-05;STR004;PROD003;9;30.6;16.2;14.4;3;À l'heure
SAL002050;2025-06-01;STR008;PROD003;4;13.6;7.2;6.4;1;À l'heure
SAL002051;2026-06-16;STR006;PROD001;9;49.5;28.8;20.7;1;À l'heure
SAL002052;2026-02-21;STR010;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL002053;2026-02-22;STR004;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL002054;2024-03-25;STR005;PROD002;10;22.0;11.0;11.0;3;À l'heure
SAL002055;2026-10-30;STR009;PROD008;4;60.0;24.0;36.0;5;En retard
SAL002056;2024-05-17;STR007;PROD012;2;59.8;24.0;35.8;2;À l'heure
SAL002057;2026-01-23;STR010;PROD009;3;135.0;54.0;81.0;3;À l'heure
SAL002058;2026-06-24;STR009;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL002059;2025-12-13;STR007;PROD002;10;22.0;11.0;11.0;2;À l'heure
SAL002060;2024-06-04;STR001;PROD002;10;22.0;11.0;11.0;2;À l'heure
SAL002061;2025-02-11;STR008;PROD013;2;99.8;44.0;55.8;2;À l'heure
SAL002062;2026-02-25;STR004;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL002063;2025-08-02;STR003;PROD011;1;12.5;4.0;8.5;2;À l'heure
SAL002064;2025-07-07;STR007;PROD004;10;38.0;20.0;18.0;3;À l'heure
SAL002065;2025-01-30;STR003;PROD013;4;199.6;88.0;111.6;2;À l'heure
SAL002066;2026-03-20;STR008;PROD001;10;55.0;32.0;23.0;1;À l'heure
SAL002067;2026-08-19;STR006;PROD008;2;30.0;12.0;18.0;2;À l'heure
SAL002068;2025-06-25;STR005;PROD002;10;22.0;11.0;11.0;1;À l'heure
SAL002069;2026-10-29;STR004;PROD003;13;44.2;23.4;20.8;4;En retard
SAL002070;2026-09-13;STR008;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL002071;2024-06-18;STR008;PROD003;8;27.2;14.4;12.8;3;À l'heure
SAL002072;2024-10-16;STR001;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL002073;2026-01-09;STR009;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL002074;2025-08-10;STR005;PROD002;9;19.8;9.9;9.9;2;À l'heure
SAL002075;2026-01-04;STR004;PROD013;1;49.9;22.0;27.9;4;En retard
SAL002076;2025-04-01;STR006;PROD013;3;149.7;66.0;83.7;3;À l'heure
SAL002077;2025-12-01;STR006;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL002078;2026-09-05;STR002;PROD011;4;50.0;16.0;34.0;2;À l'heure
SAL002079;2024-02-15;STR008;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL002080;2026-11-06;STR007;PROD010;3;119.7;45.0;74.7;2;À l'heure
SAL002081;2024-08-18;STR001;PROD009;1;45.0;18.0;27.0;3;À l'heure
SAL002082;2026-08-07;STR005;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL002083;2025-09-28;STR006;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL002084;2024-04-21;STR004;PROD002;4;8.8;4.4;4.4;1;À l'heure
SAL002085;2025-08-15;STR002;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL002086;2026-05-08;STR004;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL002087;2025-01-25;STR001;PROD013;4;199.6;88.0;111.6;1;À l'heure
SAL002088;2025-01-26;STR007;PROD006;1;19.9;8.5;11.4;4;En retard
SAL002089;2024-11-23;STR002;PROD001;12;66.0;38.4;27.6;2;À l'heure
SAL002090;2026-01-16;STR002;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL002091;2025-01-01;STR009;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL002092;2024-03-22;STR005;PROD004;5;19.0;10.0;9.0;3;À l'heure
SAL002093;2026-03-16;STR002;PROD001;7;38.5;22.4;16.1;1;À l'heure
SAL002094;2026-04-01;STR009;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL002095;2026-08-09;STR009;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL002096;2025-01-06;STR001;PROD002;7;15.4;7.7;7.7;1;À l'heure
SAL002097;2024-09-20;STR003;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL002098;2024-04-19;STR004;PROD002;13;28.6;14.3;14.3;1;À l'heure
SAL002099;2024-11-02;STR007;PROD005;1;59.9;25.0;34.9;4;En retard
SAL002100;2024-08-13;STR010;PROD011;3;37.5;12.0;25.5;5;En retard
SAL002101;2024-07-03;STR004;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL002102;2026-08-21;STR002;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL002103;2024-01-31;STR007;PROD013;3;149.7;66.0;83.7;2;À l'heure
SAL002104;2025-09-05;STR006;PROD008;3;45.0;18.0;27.0;3;À l'heure
SAL002105;2024-04-08;STR003;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL002106;2026-03-21;STR006;PROD001;13;71.5;41.6;29.9;1;À l'heure
SAL002107;2025-10-13;STR006;PROD001;4;22.0;12.8;9.2;1;À l'heure
SAL002108;2026-03-24;STR005;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL002109;2026-10-16;STR004;PROD004;15;57.0;30.0;27.0;1;À l'heure
SAL002110;2026-09-04;STR010;PROD005;1;59.9;25.0;34.9;4;En retard
SAL002111;2024-03-28;STR001;PROD013;4;199.6;88.0;111.6;2;À l'heure
SAL002112;2026-12-22;STR010;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL002113;2026-07-10;STR006;PROD009;2;90.0;36.0;54.0;5;En retard
SAL002114;2025-08-08;STR002;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL002115;2026-03-28;STR003;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL002116;2026-07-20;STR008;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL002117;2026-03-07;STR010;PROD008;4;60.0;24.0;36.0;1;À l'heure
SAL002118;2026-10-15;STR006;PROD005;1;59.9;25.0;34.9;3;À l'heure
SAL002119;2026-10-09;STR003;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL002120;2026-08-30;STR007;PROD001;6;33.0;19.2;13.8;2;À l'heure
SAL002121;2025-09-24;STR004;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL002122;2024-12-11;STR009;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL002123;2025-12-24;STR005;PROD009;2;90.0;36.0;54.0;1;À l'heure
SAL002124;2026-06-19;STR003;PROD003;7;23.8;12.6;11.2;1;À l'heure
SAL002125;2026-11-03;STR002;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL002126;2024-05-15;STR002;PROD002;3;6.6;3.3;3.3;2;À l'heure
SAL002127;2025-01-31;STR003;PROD010;1;39.9;15.0;24.9;1;À l'heure
SAL002128;2026-03-02;STR002;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL002129;2024-03-19;STR004;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL002130;2025-12-05;STR002;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL002131;2026-09-08;STR010;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL002132;2026-12-10;STR009;PROD008;3;45.0;18.0;27.0;4;En retard
SAL002133;2026-01-13;STR002;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL002134;2025-01-18;STR009;PROD002;4;8.8;4.4;4.4;2;À l'heure
SAL002135;2025-01-09;STR006;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL002136;2024-07-24;STR001;PROD004;7;26.6;14.0;12.6;1;À l'heure
SAL002137;2025-05-03;STR004;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL002138;2026-05-30;STR001;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL002139;2025-09-23;STR006;PROD001;8;44.0;25.6;18.4;3;À l'heure
SAL002140;2025-08-14;STR004;PROD013;4;199.6;88.0;111.6;1;À l'heure
SAL002141;2026-12-01;STR003;PROD005;1;59.9;25.0;34.9;5;En retard
SAL002142;2025-06-16;STR003;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL002143;2025-06-05;STR009;PROD001;12;66.0;38.4;27.6;1;À l'heure
SAL002144;2026-04-04;STR006;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL002145;2025-08-20;STR009;PROD008;4;60.0;24.0;36.0;1;À l'heure
SAL002146;2024-04-22;STR005;PROD003;10;34.0;18.0;16.0;1;À l'heure
SAL002147;2026-01-03;STR002;PROD003;12;40.8;21.6;19.2;1;À l'heure
SAL002148;2024-11-13;STR008;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL002149;2026-09-22;STR005;PROD004;10;38.0;20.0;18.0;2;À l'heure
SAL002150;2024-07-31;STR002;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL002151;2024-09-09;STR004;PROD008;3;45.0;18.0;27.0;2;À l'heure
SAL002152;2024-05-03;STR009;PROD003;13;44.2;23.4;20.8;1;À l'heure
SAL002153;2025-09-15;STR004;PROD013;4;199.6;88.0;111.6;2;À l'heure
SAL002154;2026-12-24;STR004;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL002155;2026-06-16;STR002;PROD002;12;26.4;13.2;13.2;1;À l'heure
SAL002156;2024-09-03;STR006;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL002157;2025-03-16;STR002;PROD011;3;37.5;12.0;25.5;5;En retard
SAL002158;2024-02-14;STR007;PROD001;10;55.0;32.0;23.0;6;En retard
SAL002159;2025-10-19;STR003;PROD012;4;119.6;48.0;71.6;2;À l'heure
SAL002160;2026-05-29;STR003;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL002161;2026-10-13;STR005;PROD008;3;45.0;18.0;27.0;6;En retard
SAL002162;2025-07-07;STR003;PROD001;13;71.5;41.6;29.9;2;À l'heure
SAL002163;2026-03-19;STR002;PROD013;2;99.8;44.0;55.8;1;À l'heure
SAL002164;2026-08-28;STR010;PROD010;3;119.7;45.0;74.7;2;À l'heure
SAL002165;2025-12-30;STR009;PROD012;1;29.9;12.0;17.9;5;En retard
SAL002166;2026-10-17;STR002;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL002167;2026-08-11;STR002;PROD003;7;23.8;12.6;11.2;1;À l'heure
SAL002168;2026-12-26;STR008;PROD003;6;20.4;10.8;9.6;1;À l'heure
SAL002169;2026-11-30;STR009;PROD004;1;3.8;2.0;1.8;2;À l'heure
SAL002170;2024-04-08;STR007;PROD011;2;25.0;8.0;17.0;2;À l'heure
SAL002171;2026-05-21;STR003;PROD001;13;71.5;41.6;29.9;1;À l'heure
SAL002172;2024-10-27;STR009;PROD009;4;180.0;72.0;108.0;2;À l'heure
SAL002173;2025-05-02;STR003;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL002174;2026-10-01;STR005;PROD003;10;34.0;18.0;16.0;3;À l'heure
SAL002175;2025-04-21;STR009;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL002176;2026-05-10;STR003;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL002177;2026-03-19;STR007;PROD004;4;15.2;8.0;7.2;2;À l'heure
SAL002178;2025-06-01;STR001;PROD001;9;49.5;28.8;20.7;1;À l'heure
SAL002179;2025-04-03;STR004;PROD004;9;34.2;18.0;16.2;1;À l'heure
SAL002180;2024-08-17;STR004;PROD013;1;49.9;22.0;27.9;4;En retard
SAL002181;2024-01-08;STR007;PROD001;3;16.5;9.6;6.9;4;En retard
SAL002182;2024-07-13;STR008;PROD005;1;59.9;25.0;34.9;1;À l'heure
